Review,Rating
Nice colour nd too cute sound quality is good hope it works well,4
"Worth a single penny 👍👍, big thumbs up.

I am simply giving 5 star rating, it exceeds my expectations, those who is thinking to get something in affordable range,this airdopes are made for them only 👍 .I ordered this on first sale , though I wanted to order Black color, but black was out of stock so I have to order this color which looks elegant as well.

After using for a day I am writing this, this is worth to buy , don't think too much just go for it, according to price nothing is com...
READ MORE",3
"I never bought any kind of Bluetooth pairs, this was my first purchase and I can say this was the best purchase at this segment. The quality of the product and music is outstanding and I never expected that to in this price. Thank you, Flipkart for the express delivery which you offered.",5
"1. Bass is really good. 5/5

2. Sound quality
(i) Low 4.7/5
(ii) Mids 4.6/5
(iii) High 4/5

3. Battery Backup Superb 5/5

4. Design Quality is good 4.2/5

5. Connectivity 4.8/5 VERY FAST

6. Dual Device Switching 4/5

Overall my experience is good


Compare to M31
M32 has good Bass is good
M31 has good sound quality",5
"# song bass performance battery life # super good #


# best earphone

# value for money

# all' (10/ of the 10)",4
"Thanks for the fast delivery flipkart.
The product is very good in this price range.
The bass is good but the singing quality could have been better, it would have been better if you listened to music around 70% of the mobiles.
And the charging speed is one of the best feature of this product.
And the magnetic on and off feature works very well.
By design it is an average product but the other features are very good.
I bought it at its introductory price. But it would be beneficial to buy th...
READ MORE",5
"* Review after 4 days of heavy usage*

•Pros-
sound quality is awesome
Bazz is also nice
Bettery backup is amazing (2-3 days in single charge)
Build quality is good
It takes 30-40 minutes to full charge

*Cons-
It doesn't support anc
Little bit discomfort in ear after long usage but better than other nackbands",4
Awesome and very powerful this is . Super strong bass. Good Battery backup. Thank you Flipkart for fast delivery,5
Nice but Boat Rockerz 335 has better sound and bass with aptX HD codec. This one has more like treble and chirping sound,5
"# First impression I am Happy 😊
* Sounds good
* Bass great
* Comfortable to use
* Battery life is quite good
* Build quality is decent
* Over all value for money 🤗",4
"If you compared to M31, there is some compromise in music clarity... Left out all are bonus point.... Here have good calling clarity and balancing in sound... And best thing is battery backup and charging.... Best in under 2k range... Go for it 😍💓",5
Good product,4
Awesome,5
"Why this is a good choice ?
- The price, no other true wireless comes in this range
- True wireless, if you are annoyed using these nasty wired earphones
- Build Quality, Matte finish on both case and ear buds
- Touch Control, yes this is very nice to have at this price point. No more uncomfortable buttons on earbuds.
- And last sound is also okay, don’t expect anything high. These gets the job done. Pretty happy with its sound.

Why not to buy ?
- If you music professional or have some deep ...
READ MORE",5
"I have ordered so many products from Flipkart and this is the very first time I m giving my review.
I think guys you should definitely go for it..
Battery backup amazing
Sound Quality Best
Bass is ok not that bad
Design is also very good
Also I would like to say thank you to flipkart for fastest delivery even in heavy rain hats off to your service🙌",5
"This is my 1st wireless earphones and simply fall in love with it, it's very fast while connecting and battery back is also awesome, all n all good product at this price ,I do photography and whenever I plug in these cuties I feel like relaxed.",5
"Product is awesome
Baas is good 5/5
Charging is good 5/5
Sound is very cool and clean
Sound quality 5/5",5
Worst product ever!!! Waste of money!!! Like seriously...I bought this only two months ago and suddenly the left ear airdope stopped working and right one stopped being charged like I don't understand it didn't fell or slipped from me and broke or something...it was perfectly fine but now it doesn't even work. But ngl the sound and bass system was quite good but again what's the use when the main thing like battery and the product itself doesn't work. Really Disappointing:-(,1
"The Boat 402 is really money worth writing this review after 2weeks of usage
Pros
Better build quality
Good Battery Backup
Easy Fast pairing /instant pairing
Battery Charge indicator with 4 blue lights
Light weight
Touch adaptive sensor on both earpiece
Matte finished case with good quality
Cons
Pain after 1-3hr continues usage in ear
No comfort for long usage
Earphodes design is dope",4
"Omggggggg,🔥🔥🔥 this airpods more than my expectaction ultiiiiii I realy thank to flipcart it's amazing sound quality🎧🎧🎧 ,bass,structure,it's looking very like a expensive airpods I loved it don't think too much grab it hurryyy I'm impressed 😉😍😍😍😍😍😍",5
"Review after 2 months use.
Full review.. may help u to decide to buy or not.
Nice product at this price range.
Battery - at medium volume u get 2-3hr backup and u can charge with case again 3-4 times total almost 10-12hr backup. As soon as put back in case they get charged.(keep ur case charged always bcz if case run out of battery they get turned on automatically and u will find them unchanged at time of next use)
Can use single earpiece at a time.
Sound quality is good
Bass is also good
Li...
READ MORE",5
"After 2 days of use I must admit that it's worth going for it.
Excellent qualities for daily use with perfect battery backup.
Light weight
Good built quality
Good Bass
Call quality is Crystal clear while using it at home not tested while driving.
Music quality is also good.
For daily use it is OK at this price range .... recommend to go for it.
Pairing issues if faced while using for first time can be easily resolved by seeing the available videos on YouTube!!",5
I'm using boat from last 3 to 4 years but i never bought any Bluetooth wireless headset or earphone so this is my first time of purchasing earplugs like this till now the experience is good bass is good also battery backup is good but the case build quality is not up to the mark but if anyone is planning to purchase earplugs in this budget this is a very good deal.,4
"I AM GIVING REVIEW HONESTLY AFTER USING 4 DAYS-
MY REVIEW IS ONLY FOR MUSIC LISTENERS NOT FOR GAMERS.

1. BUDS SOUND QUALITY IS CRYSTAL CLEAR AND VOICE IS TOO CLEAR.
2. THE SMALL INSTRUMENTS MUSIC ARE LISTENING VERY GOOD.
3. DRIVER SIZE IS 11MM BUT BASS QUALITY IS NOT UPTO THE MARK ON SIMPLE MUSIC PLAYERS.
4. USE POWERAMP MUSIC PLAYER FOR BEST BASS EXPERIENCE.
5. GREAT STEREO EXPERIENCE.
6. THE BUDS CASE IS VERY GLOSSY AND GETTING SCRATCHES VERY QUICKLY.
7. ONLY ONE INDICATOR LIGHT IS...
READ MORE",5
Cute and unique design with great sound. Very comfortable in ear with decent battery backup. Good quality in this price range. Great job Noise 👍😊,4
Sound is clear and good .bass is 4 out 5 . I am satisfied with noise brand .good and nice product.👍👍,5
"Benefits :- cheap, fits properly in ur ear, sound quality is better, battery backup is good, good design.
Know worse things:- bass is too solid that voice truely becomes a noise in ur ears, range to the connected device is around 10 mtrs. But still is a very good call in this range. I conside it to be purchased.",5
"GOOD QUALITIES OF THIS PRODUCT

1>>SOUND QUALITY IS AWESOME......😊😍
2>>BASS IS BETTER AS PER PRICE RANGE......😄
3>>CONNECTIVITY IS GOOD WHICH GIVEN BLUETOOTH 5.1......😘
4>>BATTERY PACKAGE IS BETTER i.e, 14--16 hrs ..50% VOLUME ☹️☹️
5>>BUILD AND DESIGN ID GOOD AND LOOK'S STYLISH AS PER GIVEN FLYBIRD DESIGN.....😊😊
6>>IT FIT GOOD IN EARS AND LESS CHANCE TO FALL DOWN....😍

THERE ARE SOME DRAWBACKS


1>>GIVEN CASE AND EARBUDS ARE TOTALLY BUILD OF PLASTIC,SO THERE IS MORE CHA...
READ MORE",5
"It's good 👍👍 battery back up is so so good and design is so pretty and adorable I love and I like this gadget, thank you noise , and thank you flipkart and team, love you all",5
"I bought
big billions day it was price 700 lucky to buy it was superb air pods built is quality superb.. 😍 and bass is also good battery backup is excellent is if you have money don't think just to buy it especially I like it design.. 🥰 overall superb",5
"First of all decent design but...tbh sound quality is not so decent as I was expecting way better it's only ""thump"" in the sound , calling is okay ,touch controls are pretty impressive battery backup is quite good but still the issue remains sound quality is not good",5
"Awesome Design and build, touch response, battery backup, user friendly, etc everything is on point and good
LEDs are working fine
A little low on sound quality and sound clarity
The words heard during a call aren't distinctive or clear
Rest everything's good",5
"Loved it, So beautiful nice excellent charing and bass, voice sound",4
"The product design is amazing and sound quality is too good"" this is use full of your money 💸"" don't think so it's really awesome product"""" Thank you for reading 😉😉",5
"Well to be honest , hands down to realme for making such a Harmonious earbuds which has a perfect balance between bass and treble.In addition, the earbuds are so lightweight and compact that allows you sleep sideways while listening through earbuds.Furthermore, talking about realme link features which also gives an extra edge to these earbuds which we can't see in any other earbuds in this segment and price.By and large, this earbuds are truly best at value for money, battery backup, overall ...
READ MORE",4
Awesome sound quality with very clear vocals and nice bass. Compact and light weight. Great connectivity and range. Best in this price segment. But case battery level is not showing in realme link app.,5
"Realme sound products are always awesome and realme buds Q2 Neo is just an addition to that ..
Environmental noise cancellation works pretty well and the sound quality is too good in comparison to other TWS in this price range...
The case quality and looks is also very good 🤠✅",5
This Product Voice Is Mismatch when we watch any video then voice is up and down lispsync is not match related video But Sound Quality Is Very Good Like Bass And Equaliser And Charging Case Material Is Not Good Sound Quality Is Very Good,5
"I was hoping that the mic would work fine. But it turns out that my voice was really not as clear as I expected.
Honestly, I am just using it listen to podcasts and music and also the accessibility of it being wireless.

I would recommend this for people who like bass in music. I will definitely not recommend it for calling and recording.",5
"Value for money Earbuds from Realme. First of all Thanks Flipkart for one day delivery. This Realme Buds Q2 Neo has very Nice & Compact design, clear sound, fast charging, low latency, very lightweight & fit properly into my ear.
Build Quality - 9/10, Sound Quality - 9/10, Bass - 9/10",5
In that price this is awesome realme is now a best brand in India buy this and enjoy budget this best choice I'm also read so many reviews on flipkart and after i brought it on sale is in stock thank you realme 👌🙏👍🤗,5
It is a good product on offer price sound quality no complaints still good but bass little low some long day using . Build quality is not a supper good gets good the case is loos . Air buts little progect on my ears other ways it a good pt,5
I recommend u that if u want to buy this then don't go for negative reviews bcoz this is a gadget we don't know how it works before buying this product so if u interested to buy this then buy it. In my opinion this is a perfect earbud under this budget fine quality bass great quality audio.,5
"I received this product. It's really good consumables for this cost. Both buds can work in individually.
I am happy to buy this.",4
"Superb Bluetooth wireless headset

It's one of the best overall performance amoungst all Bluetooth headphones according to me.

-sound quality and bass is very clear and amazing.
-material used is of good quality.
-comfortable in ears.
-battery life is much longer.
-reduce external noise
-excellent sound quality with clear high sound

Overall this product is very good.",5
"Fit well in the ear, good delivery, great sound worth the amount",4
Awsome product.i gifted to my husband.he is very happy with the product..,5
Only problem is battery is not sufficient,5
"This Bluetooth have best sound quality, best in battery & have range 12mts.",4
Battery backup nice,5
Very nice product Very Happy to get this product loved it ❤❤❤❤❤❤❤❤❤❤,5
"Extremely nice love this product so much..
Thanks for flipkart..😘😘",5
There is a lot of connectivity problem. The blue tooth will be connected but the sound will suddenly stop like Bluetooth isn't connected. One more issue is there that when music will be playing on one side Bluetooth will start to lose its connectivity when another side will be working fine.,5
"Comparison Between Boat 225 , Realme Buds 2, Sennheiser CX 180

Bass:-
#1 Realme Buds 2 (Excellent Extra Bass)
#2 Boat 225 ( It has also a good extra bass but not good as Realme Buds 2)
#3 Sennheiser CX 180( it has no extra bass but the bass is just perfect when it required u feels a great bass)


Build:-

#1 Boat 225 ( boat is clearly winner on its build quality it feels more premiums than other two with its metal build and tangle free wire)

#2 Realme Buds 2 ( It has also have a great build...
READ MORE",5
"outstanding product best sound, good Bass, clear sound"" good job ""REALME ...👌👌👌",5
Unbelievable bass And very clear audio ear protection very strong I really prefer to purchase this fantastic realme buds thank you very much realme,3
The build quality is really good and the design also looks great. The magnets of earbuds are also really useful. The best part is the cable organizer which is really useful. The bass is good and the sound quality is also good you will not be disappointed buying this product at this price. The call quality is also good and the placement of buttons is very functional and useful. Buy without any doubt.,5
"woww fantastic experience 😍 👍 and mainly discuss about this earphones is built quality is awesome 👌👍
im fully satisfied with this earphones 👌👌👍

prons
1. built quality is awesome
2. sound quality is just super
3. bass , treble,mid ranges are just good
4. long and comfortable cable

cons
1. missed L shape jack

finally my overall rating is 9.6 /10",3
"It's a great product according to the price and its sound quality and bass is perfect.
Realme Buds 2 really its a great headphone.
In this price range best headphone ever.❤️",5
nice earphones with smooth sound. even the build quality is best . this earphone is better for bass lover . and also for smooth playback,5
"Nice product , nice quality , great buss, I love it",4
"Best in the market 😍😍😍. Enjoying its feel the real bass 😌😌. Good qualities of wire, comfortable to wear, and great sound quality 🥰🥰 . Value for money 🤑🤑.",4
Ordered 2 for my sis and my self. Good built quality. Bass Triple are well balanced. Producing wow sound effects with Power amp music player app. Comfortable fit. thanks for extra ear bud. Well and premium packing. On time delivery. Another gadget in my laptop.,4
"Why this is a good choice ?
- The price, no other true wireless comes in this range
- True wireless, if you are annoyed using these nasty wired earphones
- Build Quality, Matte finish on both case and ear buds
- Touch Control, yes this is very nice to have at this price point. No more uncomfortable buttons on earbuds.
- And last sound is also okay, don’t expect anything high. These gets the job done. Pretty happy with its sound.

Why not to buy ?
- If you music professional or have some deep ...
READ MORE",4
"I have ordered so many products from Flipkart and this is the very first time I m giving my review.
I think guys you should definitely go for it..
Battery backup amazing
Sound Quality Best
Bass is ok not that bad
Design is also very good
Also I would like to say thank you to flipkart for fastest delivery even in heavy rain hats off to your service🙌",5
"This is my 1st wireless earphones and simply fall in love with it, it's very fast while connecting and battery back is also awesome, all n all good product at this price ,I do photography and whenever I plug in these cuties I feel like relaxed.",5
"Product is awesome
Baas is good 5/5
Charging is good 5/5
Sound is very cool and clean
Sound quality 5/5",5
Worst product ever!!! Waste of money!!! Like seriously...I bought this only two months ago and suddenly the left ear airdope stopped working and right one stopped being charged like I don't understand it didn't fell or slipped from me and broke or something...it was perfectly fine but now it doesn't even work. But ngl the sound and bass system was quite good but again what's the use when the main thing like battery and the product itself doesn't work. Really Disappointing:-(,5
"The Boat 402 is really money worth writing this review after 2weeks of usage
Pros
Better build quality
Good Battery Backup
Easy Fast pairing /instant pairing
Battery Charge indicator with 4 blue lights
Light weight
Touch adaptive sensor on both earpiece
Matte finished case with good quality
Cons
Pain after 1-3hr continues usage in ear
No comfort for long usage
Earphodes design is dope",5
"Omggggggg,🔥🔥🔥 this airpods more than my expectaction ultiiiiii I realy thank to flipcart it's amazing sound quality🎧🎧🎧 ,bass,structure,it's looking very like a expensive airpods I loved it don't think too much grab it hurryyy I'm impressed 😉😍😍😍😍😍😍",5
"Review after 2 months use.
Full review.. may help u to decide to buy or not.
Nice product at this price range.
Battery - at medium volume u get 2-3hr backup and u can charge with case again 3-4 times total almost 10-12hr backup. As soon as put back in case they get charged.(keep ur case charged always bcz if case run out of battery they get turned on automatically and u will find them unchanged at time of next use)
Can use single earpiece at a time.
Sound quality is good
Bass is also good
Li...
READ MORE",5
"After 2 days of use I must admit that it's worth going for it.
Excellent qualities for daily use with perfect battery backup.
Light weight
Good built quality
Good Bass
Call quality is Crystal clear while using it at home not tested while driving.
Music quality is also good.
For daily use it is OK at this price range .... recommend to go for it.
Pairing issues if faced while using for first time can be easily resolved by seeing the available videos on YouTube!!",4
I'm using boat from last 3 to 4 years but i never bought any Bluetooth wireless headset or earphone so this is my first time of purchasing earplugs like this till now the experience is good bass is good also battery backup is good but the case build quality is not up to the mark but if anyone is planning to purchase earplugs in this budget this is a very good deal.,5
Its having good connectivity of bluetooth 5.1 and lower latency which makes this earbuds best in this price category . The battery case looks so premium and have a fingerprint less body . The ear buds having good battery capacity as I expected . The battery indicator is also a good advantage ❤️,5
Awesome products like bass Audio sound is superb battery backup really good great calling experience noise cancellation excellent over-all everything is very good thank Truke fit and Thanks to Flipkart,5
"I am using these earbuds from last two days and it's totally the best earbuds in this price because:
1. It gives upto 8 hrs playtime in single charge.
2. Each earbuds has 2 microphone which makes crystal clear calls.
3. It has a gaming mode after tapping 3X on right earbuds.
4. Easily accessible with touch controls.
5. It has a ENC feature which is very good.
6. It has TYPE-C charging interface.
7. It has a LCD panel for showing the charging data.
ALL these features makes it a premium earbuds...
READ MORE",5
Good enough for music and casual gaming..... But if u purchasing for heavy gaming like pubg and COD then avoid this because though it says it have gaming mode but u can not find the use like enemy comming from left or right...... It always sounds like they are comming from front....,4
"I'm a professional musician & teacher. Giving a feedback after 1 day of usage.
Cons -
1. I Own 2 bluetooth Neckbands and 4 pairs of TWSs. The Trüke Q1 has the shortest range. The signal disconnects long before 10 meters.
2. No volume control
3. If you play heavy music, it starts cracking. I'm a Metalhead, but these buds are just not for the genre. It's fine for light music & Audiobooks.
4. The bass is not clear. It's a bit muffled.
5. Rubber tips could've been of a little better quality. Not ...
READ MORE",4
"These are my first TWS. At the price point, it's an excellent buy. I needed them mainly for calls, and as long as I'm indoors, there's no problem. Outside, it tends to pick up a lot of ambient noise.

Pros:
1. Connects quickly with the phone - almost instantly
2. Sound quality is clear
3. Mic quality is good, indoors
4. Good build - seems quite robust
5. Battery life is impressive

Cons:
1. Ergonomics could have been slightly better - I can't keep them plugged into my ears all day like I cou...
READ MORE",5
"First of all very very big thank you to Flipkart and also to truke. Just amazing result of this item. Connects super fast and the bass and sound clearity is super super super. Really a very best experience of music. I think this is the perfect gift item to music lovers as per my view.
My elder brother was here with me when I have received this parcel. And now he is also going to buy the same buds from flipkart. Just amazing....🤝",5
"Build quality: ear buds are rugged and made of good plastic. No too much glossy nor too much of roughness. Rubber buds are nice and isolates the outer noise well.
Sound: This is my 3rd ear buds, and I must say the buds have the superior most sound quality. Bass is superb. I played with it like 5 hours during first day, and I am amazed with the sound quality. It catches the lightest beat and make good amplification. Overall a pair lovely ear buds.",4
This Buds are one of the best product in market. I have selected this product by its view. I have posted og pics with this. Sound and bass quality is superb. Design u can see in pics. battery backup is also worth paying. Best product overall. First of all both buds interconnects and then will be paired with cell with one click. Good connectivity. Touch control is also best. Thank u very much flipkart. 👍👍🤝,5
It snugly fits into your ears due to silicon tip. Sound is clear and bass is very deep. At full volume it feels like I am in a disco or some concert. Carry case has rounded edges which makes it easy to carry around. Overall an excellent product.,3
The sound and built quality are both good. Awesome case. Easy to setup and charge it. Good c type cable for efficient charging.,4
The build quality was excellent and the display will help you a lot what is charging percentage is and sound quality was really amazing the bass lovers can enjoy the bass a lot and the charging backup is something around 42hr and the best thing i have liked in this is Type c cable this is really amazing we can't see in many ear pod's with type c charging cable.The best,5
Best TWS in this price range. Very good bass and music. One of the best TWS in this price range i have ever tried.,4
"Genuine review after daily use:

I agree that the product is cheap. Very affordable price
But...
1. Sound quality is good for fresh users, not for those who have already experienced good earphones. This cannot be compared to boat/realme/OnePlus/oppo or the like.
2. Bass is fine but we can't listen it in volume for long time. Causes pain as opposed to other products.
3. Call quality is very poor. The person at the other end complained about my sound. Environmental Noise Cancellation is a lie.....
READ MORE",5
"If you haven't heard music before from expensive earphone or buds then you will definitely like the sound quality.
Sound quality is more towards bassy side due to which vocals and instrumentals muffled.
You can counterbalance this by using equaliser settings, i have made best equaliser setting for rich music which have rich deep suround bass, crystal clear vocals, perfect instrumentals and excellent highs-mids-lows.
After applying these settings i can assure you these buds will more sound lik...
READ MORE",4
"Its quite good actually.
Small trendy ready to use and works like a charm.
Its very comfortable while wearing and gives good sound output loved it",5
"Amazing buds , i m really impressed with the built quality plus the quality of the case provided along with it.
Noise cancellation is very superb experience with another level. Good battery backup and easy to carry .
This is very comfortable and stylish buds.
Worth it go for purchase",5
Sound of the buds is very clear with great quality bass. Buds and case both looks very premium and also light in weight. Mic and noise cancellation working fine. Bluetooth range is quite far. Good for gamer as well as music lovers. Battery backup is also very good with fast charging too.,5
Very nice quality ear buds.Very premium look in this price range and bass is also too high.Its plastic material quality is much good than any other earbuds.It is also best for gamers because it has a dedicated gaming mode.Overall it is good ear buds in this price range.,5
Nice product.. Good sound quality.. Good fittings.. Good bass.. Good battery backup.. Good gaming mode.. 👍,5
"Very good , sound is like 8d , very nice at good price , but battery was not good , but it is very cheap , it was like apple airpods , must buy",5
Just ok. But it takes some time to connect. Product design is good. But battery is very bad. Because if you enjoy listening to something for 1 hour it goes off quickly and warm . But i feel the charging time is very short and it changes in 30 minutes. One thing is that its shape is soo good that it does not cause ear pain to some extent. So Iam happy to adjust with this product and rate,3
Product quality is nice and charge available so Price is low so product like,5
Ok,3
Some better,3
Nice products,5
Very nice product,5
"Good quality
Some what better",4
So beautiful,5
"Very nice,good quality,this product nice👌",4
"1. Bass is really good. 5/5

2. Sound quality
(i) Low 4.7/5
(ii) Mids 4.6/5
(iii) High 4/5

3. Battery Backup Superb 5/5

4. Design Quality is good 4.2/5

5. Connectivity 4.8/5 VERY FAST

6. Dual Device Switching 4/5

Overall my experience is good


Compare to M31
M32 has good Bass is good
M31 has good sound quality",3
"# song bass performance battery life # super good #


# best earphone

# value for money

# all' (10/ of the 10)",5
"Thanks for the fast delivery flipkart.
The product is very good in this price range.
The bass is good but the singing quality could have been better, it would have been better if you listened to music around 70% of the mobiles.
And the charging speed is one of the best feature of this product.
And the magnetic on and off feature works very well.
By design it is an average product but the other features are very good.
I bought it at its introductory price. But it would be beneficial to buy th...
READ MORE",4
"* Review after 4 days of heavy usage*

•Pros-
sound quality is awesome
Bazz is also nice
Bettery backup is amazing (2-3 days in single charge)
Build quality is good
It takes 30-40 minutes to full charge

*Cons-
It doesn't support anc
Little bit discomfort in ear after long usage but better than other nackbands",5
Awesome and very powerful this is . Super strong bass. Good Battery backup. Thank you Flipkart for fast delivery,5
Nice but Boat Rockerz 335 has better sound and bass with aptX HD codec. This one has more like treble and chirping sound,5
"# First impression I am Happy 😊
* Sounds good
* Bass great
* Comfortable to use
* Battery life is quite good
* Build quality is decent
* Over all value for money 🤗",3
"If you compared to M31, there is some compromise in music clarity... Left out all are bonus point.... Here have good calling clarity and balancing in sound... And best thing is battery backup and charging.... Best in under 2k range... Go for it 😍💓",5
Good product,5
Awesome,5
"I was very tired listening to a popular headphone brand starting with Bo...With all the heavy bass thrown in, the finer nuances of music was very lost. This headphone, well, doesn't bring out that much quality as a 2000 plus wired headphone does but what it gives is a great and very VFM output considering the sound it delivers and the price one has to pay for it. Liked it extremely for a great sound for such a small amount of money. The sound is crsisp with decent amount of bass thrown in. Ob...
READ MORE",5
"The design is pretty simple and looks nice. Earbuds fit perfectly in the ear. The sound quality is good. Clear and loud enough. Though bass is not that great, but at the given price point it's a good quality that Philips has provided. Overall good product. worth buying.",5
"This pair of earphones has been a good purchase. There is no need for one to go for products from Skullcandy, JBL, Senheisser, etc...(People are going to appreciate them only for a day or two. Brands don't assure quality, in my opinion)

Get yourself a decent pair of earphones that don't cost you a fortune. This product certainly meets all the requirements you can possibly think of.",4
outstanding thank you honest and best delivered flipkart team for saving our precious time,4
"Very light weight and comfortable fit in the ear, good sound quality for the price. Materials used seem to be of good quality, value for money.",5
Excellent product for the price. I bought it for taking work calls from laptop. I was amazed by its sound quality for the price. It would have been better if it had 3 button control.,5
"I got it on 249/-
N in this price it's really worth it.. clear sound quality, bass is low, bt u feel gd if u like smooth music..
I must say u NVR get a branded product in this price n like tht quality...",5
"The sound is really good for a product its price range. The wires are a little prone to damage. Works well for a long time, since I used my 1st set of these earphones for over 2 years.",5
"Good quality, good button.definitely fit in the ear. But long wire. Stylish but no ultra bass average sound in the first time. I am used one month one headset volume was decreased",5
Amazing sound quality. Clear bass. Wonderful stereo sound. A perfect product for the price. Look is as advertised.,5
Good quality 😊 low price sounds base excellent 👍 realme is good sound is like JBL,5
"Wow, really great full earphone this price range.. sound quality, bass quality very great and microphone really hd... Thanks for Flipkart fastest delivery ... Realme all product really mind-blowing",5
Superb quality sound with Good bass and worth buying Thank you...!!,5
"Sound quality is outstanding at this price point. I repeat quality..
Bass is good compared to other half in ear headsets.
Design is good.
Wire quality is superb. But headset is plastic built that is the only con.
Otherwise all good...
Fitting is good",5
"Not Good
Sound and is ok, But Im not Satisfied with this Airpods type Design. It makes ears 👂Painful while watching Movies or using it long time. There is no volume Control option only Pause and Play button is available. There are Many Other Options available in this budget.",3
"Most of the earphones you get at this price are filled with bass. That bass overpowers everything and all the vocals, instruments in music get destroyed. These realme buds classic are perfectly balanced for me. The bass only appears when it is needed, that's what I like about these earbuds. If you're a bass head you'll hate these, but for beginner audiophiles and more normal users like me, these buds are perfect on a tight budget. The build is good too. The wire is made of a TPU - kind - of m...
READ MORE",5
"One of the best earphones in this range
Pros
1.Design: It has half ear design I like half ear design so I preferred it over realme buds 2 and resmi buds
2.Bass: bass is very good it is super punchy it is having best bass in class in this kind of design
3.Price: It is not only price worthy but also it is offering more than the price paid 399 is very good price and sometimes we get it around 299 which is still more better
4.Driver size: the driver size is big so it can fit big ears
5: Gaming:...
READ MORE",5
"My first impression after using it..
Best earphone i have ever used..i have used several earphone like Samsung, sony, sennheiser, local earphone but this was the best... I will give you reason why i liked soo much..
1st- i don't like in ear type earphone, it pains very much in my ear by rubber material.. And also they are not safe, it creates vaccum inside ear, and also while walking and eating, it creates humming sound..

2nd- it is very comfortable, for long hours, perfect fitting in my ea...
READ MORE",5
Flipkart Always Provide Good & Genuine Products To Satisfy The Costumes.I really Appreciate The Team Which Deal With This To Provide Me Such a Good Thing In This Tough Situation,5
"This product is very good .
And this sound qualityand base & sound is excellent work.
It is a best budget earphone under 500 .
I don't know why this earphone looking gorgeous.
Any other brand earphone quality not better but this earphone quality is quite good.",5
"This review is after using it for almost 6 months trust me this is the best earphones the sound ,bass and quality of audio is just perfect I have dropped this earphones two times in water but still it is working perfectly the only problem is he colour fades near the jack as in the picture which is not a big problem believe me you should buy it without thinking .

Like if it is helpful",3
"Best earphone at this price!!
Wire quality is decent!
Bass is a great
Treble is also good key quality is very good
And this is my favorite color!!",5
"worth enough under this price category

Build Quality :
It came up with secured tangled wire,hope it will provide additional safety to this product.

Sound Quality :
They compromise sound Quality under high volume, for normal volume it's fine to hear.

Bass and treble :
As usual they focused on bass and treble, which is incredible under this price category. Rich bass and good treble are provided.

Comfort :
The product is light weight and fits into the ear comfortably

** Guys who prefer Rich...
READ MORE",5
"First of all thank you BOAT team for the attractive designs and colour combinations which the product you team have marketed.
About the product: Nice design, Attractive, Pouch is also good nice idea, Logo etc

My experience: I am a middle class person who is attracted to the your team advertisements and i have bought one and used this product for just 2 weeks suddenly one of the earpiece stopped working and also some unwanted noise is comming. It is affecting to my phone settings to vibration...
READ MORE",5
Outstanding ear phone with mic is pretty good will build ear buds love it,4
"Superb earphones from # boat , superb audio quality, clear vocals, bass is not very deep but sweet bass for improve music quality. This earphone is awesome in this budget, nice fitting with 2 extra pairs of earbuds. Build quality is not very premium but ok with this price. Overall i'll give 4.6/5 ⭐⭐",5
At first I give a big Thank you to the boAt for releasing this qualities earphones in this price.I used many jbl & sony headphones before. But this is the best qualities earphone in this prices. The sound quality & the bass is very good. I just love it🔥🥰,4
"Such a nice product. Sound quality is best. If u want to buy a good earphones with low budget, this is a best product to buy. Worth for money. Thanku boat and flipkart",5
"These are very good earphones. Its quilty is very good. The music experience of this earphone is very good. I am also very happy with the delivery of Flipkart, because Flipkart delivered it in just 1 day. Love you Flipkart and also Love you Boat.❤️❤️❤️🥰🥰.I am very happy with Flipkart.",5
Pretty good & quality earphone in such range..... Loved the bass & also the sound quality..... Surely it is a product worth buying,5
Very good product at its price rate.it is a very good product,5
Nice looking,5
Good quality and good sound,5
Nice product,5
Very good product,5
Very good Mind blowing purchase Actually I buyed this for my online class it is really good for Android phone if you want one pair buy this airpods... 😀🙂,5
According to price that is good product,5
worth price!!,5
Product iss so good but not baad in this price I by Rs.400,5
Good product. Sound quality are good. Value of money.,3
"Worth of money. Not bad. Sound quality is good 👍, design is ossum . Totally the product is nice and you can buy this product.",5
"Fabulous in this range..

1. Sound quality is very good
2. Premium built quality and look.. from inside it may feel like plastic
3. Battery backup is good..
4. If you love bass the don't go for it..
5. It doesn't block your ear.. you can hear surrounding voice while using it",5
"I hope you guys find this review helpful, well it's too soon for a review but I think it's worth every penny,

Sound - Do not have high expectations for bass atleast, rest of the sound is amazing, you get a clear voice even if it turns a bit windy on roads, songs when played have a clear voice, good for casual song listening, you can watch movies and browse, sound is good even when you play games on phone.

Battery backup - is amazing, I've been using it the whole day, as soon as you put the...
READ MORE",4
Nice and smooth quality earbuds of boats. I am like this products sound quality good,5
"(1) Worth of the money 💰
(2) Nice design & comfort 👂
(3) Good battery backup🔋
(4) Nice sound quality and Bass also 🎶",5
Best product you can buy in this price range. Sound quality is good and connecting speed is really fast and battery backup is also good.,3
"Battery backup awesome...5*
Bass 3*
Sound 4.5*
Design build 5*
Lags in game audio ... Good for movies and songs ..... single earphone use feature is good... battery backup awesome , I m using for 3 hours its just 70% ...n the case is Full charged separately.....
Overall in 1299 I would recommend it only if u r ready to compromise with bass ...
Overall 4* ...",5
Nice colour nd too cute sound quality is good hope it works well,5
